账单行号,单号,快递公司,目的地省,账单重量,账单快递费,账单操作费,账单金额,商家ID,在订单中,订单快递,订单省份,订单重量,理论重量,理论快递费,理论总费用,费用差异,重量匹配,状态
16097,321114721332688,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16098,428186642798332,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,70迈官旗(253810120),否,,,,,,,,,未在发货订单中
16099,435158797234819,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16100,321114447236171,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16101,435158248558994,韵达快递,山西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16102,321115372737171,韵达快递,云南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16103,435159605204382,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16104,321115358805189,韵达快递,江西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16105,435160348982364,韵达快递,山西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16106,321116462704873,韵达快递,吉林省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16107,321116335977947,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16108,435160125235025,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16109,321115373535443,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16110,321115374646336,韵达快递,云南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16111,435160350476459,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,安徽省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16112,435161173557440,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16113,428186684349213,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16114,435161188748721,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16115,321118335120412,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16116,321117968697248,韵达快递,上海市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16117,435161711687627,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16118,435161878514801,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16119,435161612263919,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16120,435161195725802,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16121,435161616983892,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16122,435161606869707,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江苏省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16123,321117561877950,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16124,435161204302074,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16125,435161713986706,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16126,321117397530290,韵达快递,湖北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16127,321117374695534,韵达快递,内蒙古自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16128,435161193400665,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16129,321117371985274,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16130,435161710935234,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16131,435162163542913,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16132,428186509972394,韵达快递,河南省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16133,435161713990785,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16134,435161608400290,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,北京,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16135,321117376536730,韵达快递,山西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16136,321118431041716,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16137,321118356948740,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16138,321117573687241,韵达快递,甘肃省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,甘肃省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16139,435161605319328,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16140,321119427702792,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16141,435163041432128,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16142,435163526084233,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,1,1,2.8,3.7,0,一致,金额一致
16143,435163754016368,韵达快递,天津市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,天津,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16144,435163529203180,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16145,321119961279293,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16146,428186503093873,韵达快递,山东省,1,2.8,0.9,3.7,70迈官旗(253810120),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16147,435163056858726,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16148,321119971064593,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16149,321119971056493,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16150,321119441626002,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16151,435163053064195,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16152,435163056858630,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16153,321120167078038,韵达快递,吉林省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,吉林省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16154,321119433147473,韵达快递,云南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,云南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16155,321119451300529,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16156,435162830875045,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16157,435163540830627,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16158,435163950778217,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16159,435163369440453,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.1,0.1,2.8,3.7,0,差异(1 vs 0.1),金额一致
16160,435164612771088,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16161,321121192410740,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16162,435164737316614,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16163,435164625845238,韵达快递,内蒙古自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16164,435164621157659,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16165,435165195623518,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16166,321122192801834,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,安徽省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16167,321121192318228,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16168,321122170907059,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16169,435165546513815,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,重庆,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16170,435166921060648,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16171,321124036305498,韵达快递,湖南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16172,435166695389222,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16173,435167021946815,韵达快递,四川省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16174,428186953831650,韵达快递,云南省,1,2.8,0.9,3.7,70迈官旗(253810120),否,,,,,,,,,未在发货订单中
16175,321123649992271,韵达快递,湖北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16176,321123907153893,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16177,321123891603792,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16178,435166700823541,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16179,321123995132778,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,江苏省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16180,435168543049155,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16181,435168353761518,韵达快递,山西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16182,435167717023176,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16183,321125031915221,韵达快递,江西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16184,435167821883521,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16185,435168578609203,韵达快递,北京市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16186,435168197228400,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16187,321127882323183,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16188,435169873385995,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16189,321127293568164,韵达快递,辽宁省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16190,321127567026458,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16191,435170064328933,韵达快递,上海市,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16192,435170059584721,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16193,321129779372261,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16194,321129484470562,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16195,435171677980070,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16196,435170901122474,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16197,435171770829270,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16198,321128823951192,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16199,435171406158145,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16200,321129480619686,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16201,321129486295951,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16202,321131678783945,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16203,321130945373661,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,四川省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16204,435173117186152,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16205,435173413681267,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16206,321130921921937,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16207,321130928822302,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16208,435173119529034,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16209,435174405685158,韵达快递,江西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,江西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16210,435175282928084,韵达快递,山东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,山东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16211,321133801252908,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16212,321133513321686,韵达快递,四川省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16213,321133499688940,韵达快递,湖南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16214,435174395640257,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16215,435174401010011,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16216,321132982287759,韵达快递,浙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16217,321132967536937,韵达快递,吉林省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,吉林省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16218,321135442185083,韵达快递,江西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,江西省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16219,321134946037756,韵达快递,陕西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,陕西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16220,428187249125758,韵达快递,安徽省,1,2.8,0.9,3.7,70迈官旗(253810120),否,,,,,,,,,未在发货订单中
16221,428187518567911,韵达快递,河南省,1,2.8,0.9,3.7,70迈官旗(253810120),否,,,,,,,,,未在发货订单中
16222,435176099102725,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,浙江省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16223,435176530082462,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16224,321135429638439,韵达快递,重庆市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,重庆,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16225,321134928909015,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16226,435176881552799,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16227,435176220023071,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16228,321135435267240,韵达快递,江苏省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16229,435176528567409,韵达快递,浙江省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16230,321135420981891,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16231,435176538538501,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16232,435176885476231,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广西壮族自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16233,435176106714824,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16234,435176114547832,韵达快递,辽宁省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,辽宁省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16235,321135426601983,韵达快递,黑龙江省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,黑龙江省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16236,321134940392295,韵达快递,吉林省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,吉林省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16237,435176113771905,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16238,321134945312185,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16239,435176102814375,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16240,435178110121711,韵达快递,内蒙古自治区,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,内蒙古自治区,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16241,435177520579350,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16242,321137631280299,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16243,321137337711372,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.6,0.6,2.8,3.7,0,差异(1 vs 0.6),金额一致
16244,321137339646060,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16245,435177520585821,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16246,321135559116090,韵达快递,上海市,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,上海,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16247,435177531462813,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16248,435177519030085,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16249,435176952256626,韵达快递,安徽省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,安徽省,0.2,0.2,2.8,3.7,0,差异(1 vs 0.2),金额一致
16250,321135442172659,韵达快递,山西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16251,435177519029980,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16252,435177535363523,韵达快递,湖南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16253,321139216737362,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16254,435179606282232,韵达快递,广西壮族自治区,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16255,435179321044585,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16256,435179612434556,韵达快递,江苏省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16257,435179985759713,韵达快递,湖北省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16258,435179609411441,韵达快递,山西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16259,435179163454603,韵达快递,河北省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,河北省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16260,435179623244276,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16261,321139602601139,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16262,321140783347651,韵达快递,山西省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,山西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16263,435181387327321,韵达快递,福建省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,福建省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16264,321140795059781,韵达快递,湖南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,湖南省,0.3,0.3,2.8,3.7,0,差异(1 vs 0.3),金额一致
16265,321141671188196,韵达快递,河南省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,河南省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16266,435181371913773,韵达快递,重庆市,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,重庆,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16267,321140786301802,韵达快递,广东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16268,435181685899407,韵达快递,广东省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,广东省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16269,435180902482122,韵达快递,河南省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16270,435181380411723,韵达快递,山西省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16271,435181538462318,韵达快递,陕西省,1,2.8,0.9,3.7,7******店(3216296648),是,韵达快递,陕西省,0.5,0.5,2.8,3.7,0,差异(1 vs 0.5),金额一致
16272,321140786622096,韵达快递,河北省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
16273,435181799958409,韵达快递,吉林省,1,2.8,0.9,3.7,7******店(3216296648),否,,,,,,,,,未在发货订单中
16274,321142775991358,韵达快递,山东省,1,2.8,0.9,3.7,70迈官方旗舰店(8935270),否,,,,,,,,,未在发货订单中
